item_id,order_id,product_id,quantity
548,183,13,4
549,183,41,2
550,184,16,3
551,184,50,1
552,184,31,4
553,185,26,4
554,185,18,2
555,185,24,3
556,186,5,1
557,186,40,2
558,186,20,2
559,187,7,4
560,187,32,4
561,187,26,3
562,188,17,1
563,188,6,4
564,188,37,5
565,189,50,3
566,189,4,4
567,189,18,2
568,190,28,1
569,190,24,5
570,190,38,4
571,191,33,4
572,191,21,4
573,191,8,1
574,192,35,1
575,192,49,1
576,192,40,4
577,193,10,5
578,193,17,4
579,193,12,1
580,194,23,1
581,194,3,1
582,194,37,3
583,195,25,1
584,195,22,4
585,195,32,3
586,196,9,4
587,196,14,2
588,196,33,4
589,197,31,4
590,197,20,4
591,197,8,2
592,198,49,3
593,198,16,1
594,198,30,4
595,199,34,4
596,199,17,3
597,199,40,4
598,200,18,2
599,200,17,1
600,200,22,1
601,201,28,4
602,201,31,1
603,201,34,1
604,202,35,5
605,202,3,3
606,202,43,1
607,203,47,3
608,203,2,1
609,203,28,4
610,204,12,4
611,204,6,2
612,204,49,5
613,205,48,1
614,205,36,5
615,205,17,5
616,206,4,3
617,206,26,5
618,206,9,1
619,207,5,2
620,207,3,5
621,207,34,1
622,208,39,1
623,208,22,5
624,208,33,4
625,209,47,3
626,209,4,4
627,209,27,3
628,210,37,4
629,210,42,1
630,210,22,5
631,211,5,3
632,211,30,2
633,211,26,2
634,212,20,3
635,212,45,4
636,212,12,3
637,213,13,4
638,213,46,1
639,213,38,2
640,214,9,3
641,214,37,5
642,214,45,5
643,215,10,4
644,215,6,3
645,215,48,5
646,216,7,4
647,216,22,1
648,216,17,1
649,217,19,2
650,217,14,5
651,217,21,5
652,218,34,2
653,218,42,5
654,218,16,3
655,219,18,4
656,219,28,2
657,219,25,1
658,220,21,1
659,220,37,3
660,220,32,1
661,221,6,2
662,221,9,4
663,221,14,5
664,222,8,4
665,222,1,3
666,222,5,2
667,223,10,5
668,223,17,2
669,223,50,2
670,224,15,3
671,224,48,4
672,224,43,1
673,225,48,2
674,225,22,1
675,225,12,3
676,226,10,4
677,226,29,3
678,226,33,1
679,227,15,2
680,227,42,3
681,227,13,2
682,228,42,5
683,228,24,5
684,228,17,5
685,229,12,2
686,229,28,4
687,229,10,3
688,230,33,5
689,230,8,4
690,230,50,3
691,231,5,1
692,231,29,1
693,231,8,2
694,232,6,4
695,232,32,1
696,232,4,2
697,233,10,5
698,233,37,4
699,233,39,2
700,234,38,2
701,234,17,4
702,234,19,4
703,235,45,5
704,235,29,5
705,235,16,1
706,236,45,5
707,236,1,5
708,236,20,3
709,237,9,2
710,237,11,3
711,237,43,3
712,238,47,4
713,238,8,4
714,238,16,5
715,239,38,5
716,239,22,1
717,239,25,3
718,240,38,5
719,240,36,1
720,240,19,4
721,241,37,4
722,241,32,3
723,241,35,4
724,242,2,3
725,242,10,3
726,242,22,5
727,243,33,4
728,243,11,5
729,243,24,4
730,244,6,5
731,244,2,2
732,244,8,2
733,245,27,4
734,245,17,5
735,245,2,5
736,246,40,4
737,246,34,2
738,246,28,4
739,247,6,2
740,247,37,5
741,247,8,2
742,248,31,5
743,248,28,5
744,248,21,4
745,249,37,5
746,249,13,3
747,249,20,2
748,250,11,1
749,250,23,5
750,250,7,3
751,251,26,1
752,251,13,3
753,251,45,2
754,252,18,2
755,252,2,4
756,252,16,5
757,253,5,2
758,253,3,5
759,253,48,1
760,254,49,2
761,254,34,1
762,254,18,3
763,255,9,2
764,255,17,3
765,255,24,1
766,256,37,1
767,256,34,5
768,256,7,4
769,257,41,3
770,257,11,3
771,257,29,5
772,258,15,5
773,258,2,5
774,258,3,3
775,259,1,1
776,259,21,3
777,259,16,4
778,260,34,4
779,260,12,1
780,260,27,5
781,261,28,3
782,261,11,1
783,261,24,1
784,262,46,4
785,262,3,5
786,262,10,1
787,263,33,5
788,263,48,5
789,263,17,2
790,264,11,3
791,264,37,1
792,264,47,5
793,265,11,4
794,265,17,4
795,265,6,4
796,266,44,5
797,266,35,2
798,266,48,5
799,267,2,1
800,267,27,1
801,267,21,5
802,268,34,1
803,268,7,5
804,268,17,5
805,269,11,1
806,269,12,3
807,269,3,5
808,270,16,1
809,270,26,4
810,270,30,5
811,271,6,2
812,271,36,1
813,271,30,3
814,272,49,2
815,272,48,5
816,272,45,1
817,273,39,3
818,273,1,2
819,273,2,1
820,274,25,2
821,274,39,1
822,274,36,2
823,275,17,3
824,275,19,4
825,275,36,4
826,276,27,4
827,276,33,5
828,276,5,3
829,277,9,5
830,277,40,5
831,277,35,3
832,278,44,4
833,278,14,5
834,278,6,5
835,279,33,3
836,279,20,4
837,279,40,2
838,280,8,2
839,280,24,2
840,280,2,5
841,281,9,5
842,281,40,4
843,281,38,1
844,282,20,4
845,282,22,3
846,282,33,4
847,283,19,5
848,283,7,5
849,283,35,4
850,284,42,4
851,284,8,1
852,284,36,1
853,285,15,4
854,285,8,1
855,285,36,1
856,286,18,2
857,286,1,3
858,286,50,2
859,287,45,5
860,287,13,4
861,287,15,3
862,288,36,4
863,288,9,5
864,288,6,4
865,289,17,4
866,289,14,3
867,289,20,3
868,290,43,2
869,290,21,1
870,290,47,3
871,291,44,3
872,291,25,1
873,291,45,4
874,292,48,2
875,292,27,2
876,292,49,1
877,293,22,4
878,293,14,5
879,293,40,3
880,294,48,4
881,294,27,4
882,294,8,5
883,295,14,4
884,295,12,3
885,295,2,2
886,296,5,2
887,296,39,1
888,296,17,1
889,297,30,3
890,297,37,3
891,297,40,1
892,298,42,4
893,298,17,2
894,298,18,1
895,299,48,1
896,299,12,2
897,299,43,3
898,300,13,5
899,300,47,1
900,300,45,5
901,301,34,4
902,301,16,4
903,301,33,1
904,302,27,3
905,302,17,5
906,302,49,3
907,303,35,3
908,303,36,2
909,303,10,2
910,304,18,1
911,304,9,1
912,304,38,2
913,305,18,1
914,305,10,1
915,305,32,1
916,306,49,3
917,306,35,4
918,306,39,1
919,307,26,3
920,307,41,3
921,307,24,4
922,308,28,3
923,308,32,1
924,308,33,1
925,309,22,3
926,309,35,4
927,309,12,2
928,310,41,1
929,310,48,2
930,310,3,3
931,311,31,2
932,311,45,5
933,311,20,2
934,312,5,4
935,312,6,2
936,312,37,3
937,313,3,4
938,313,11,2
939,313,41,3
940,314,40,3
941,314,35,3
942,314,23,3
943,315,10,2
944,315,32,5
945,315,18,1
946,316,49,5
947,316,17,4
948,316,45,1
949,317,6,4
950,317,45,2
951,317,12,4
952,318,23,4
953,318,36,2
954,318,35,5
955,319,12,5
956,319,17,1
957,319,22,3
958,320,44,3
959,320,10,4
960,320,28,1
961,321,44,2
962,321,10,1
963,321,43,5
964,322,37,3
965,322,40,3
966,322,18,4
967,323,28,3
968,323,42,3
969,323,32,1
970,324,45,2
971,324,28,5
972,324,9,3
973,325,33,1
974,325,49,3
975,325,2,4
976,326,4,3
977,326,31,3
978,326,33,2
979,327,11,3
980,327,26,4
981,327,37,2
982,328,36,4
983,328,38,5
984,328,22,5
985,329,42,3
986,329,19,5
987,329,15,1
988,330,25,4
989,330,48,5
990,330,30,5
991,331,16,1
992,331,38,5
993,331,3,5
994,332,5,5
995,332,49,3
996,332,25,4
997,333,24,5
998,333,43,3
999,333,21,4
1000,334,28,5
1001,334,48,5
1002,334,34,5
1003,335,9,1
1004,335,44,1
1005,335,25,4
1006,336,38,2
1007,336,18,2
1008,336,47,5
1009,337,38,5
1010,337,35,5
1011,337,8,1
1012,338,26,4
1013,338,19,4
1014,338,44,1
1015,339,4,5
1016,339,26,2
1017,339,37,2
1018,340,22,1
1019,340,25,5
1020,340,39,1
1021,341,42,3
1022,341,24,3
1023,341,35,3
1024,342,39,4
1025,342,6,1
1026,342,2,5
1027,343,6,1
1028,343,19,2
1029,343,45,2
1030,344,11,1
1031,344,5,5
1032,344,16,4
1033,345,1,2
1034,345,20,3
1035,345,38,1
1036,346,1,3
1037,346,13,1
1038,346,49,5
1039,347,18,4
1040,347,22,4
1041,347,5,3
1042,348,35,1
1043,348,22,1
1044,348,20,1
1045,349,18,4
1046,349,2,2
1047,349,4,3
1048,350,39,4
1049,350,49,3
1050,350,50,4
1051,351,4,2
1052,351,23,2
1053,351,5,1
1054,352,31,5
1055,352,3,1
1056,352,48,3
1057,353,11,3
1058,353,2,5
1059,353,1,3
1060,354,14,2
1061,354,25,5
1062,354,39,2
1063,355,27,5
1064,355,15,4
1065,355,39,4
1066,356,45,2
1067,356,21,3
1068,356,23,5
1069,357,44,2
1070,357,27,1
1071,357,9,4
1072,358,9,2
1073,358,6,5
1074,358,25,2
1075,359,39,2
1076,359,28,1
1077,359,18,3
1078,360,8,1
1079,360,37,3
1080,360,50,2
1081,361,45,5
1082,361,2,4
1083,361,29,2
1084,362,14,3
1085,362,2,2
1086,362,4,2
1087,363,12,1
1088,363,33,5
1089,363,22,1
1090,364,28,2
1091,364,33,4
1092,364,11,5
1093,365,20,5
1094,365,5,5
1095,365,34,3
1096,366,6,1
1097,366,47,3
1098,366,2,3
1099,367,31,3
1100,367,27,2
1101,367,29,2
1102,368,23,3
1103,368,14,4
1104,368,15,3
1105,369,28,5
1106,369,25,3
1107,369,36,3
1108,370,48,2
1109,370,10,2
1110,370,21,3
1111,371,33,5
1112,371,36,5
1113,371,42,3
1114,372,12,4
1115,372,6,3
1116,372,50,5
1117,373,22,3
1118,373,11,3
1119,373,39,2
1120,374,42,4
1121,374,38,1
1122,374,28,5
1123,375,36,4
1124,375,16,1
1125,375,25,5
1126,376,42,2
1127,376,24,5
1128,376,8,3
1129,377,9,2
1130,377,7,3
1131,377,42,4
1132,378,36,2
1133,378,39,3
1134,378,44,4
1135,379,10,2
1136,379,24,2
1137,379,17,4
1138,380,19,4
1139,380,10,4
1140,380,34,4
1141,381,46,1
1142,381,49,5
1143,381,19,2
1144,382,27,3
1145,382,10,5
1146,382,41,5
1147,383,45,3
1148,383,50,3
1149,383,23,4
1150,384,9,1
1151,384,30,5
1152,384,46,2
1153,385,2,2
1154,385,30,4
1155,385,38,2
1156,386,32,3
1157,386,37,5
1158,386,3,1
1159,387,12,4
1160,387,20,5
1161,387,7,2
1162,388,48,3
1163,388,35,4
1164,388,20,4
1165,389,16,2
1166,389,44,3
1167,389,31,1
1168,390,30,1
1169,390,8,3
1170,390,2,3
1171,391,47,5
1172,391,23,2
1173,391,37,3
1174,392,50,1
1175,392,49,2
1176,392,25,5
1177,393,29,3
1178,393,30,3
1179,393,46,4
1180,394,38,1
1181,394,48,5
1182,394,16,5
1183,395,10,3
1184,395,47,4
1185,395,43,4
1186,396,6,2
1187,396,31,3
1188,396,36,2
1189,397,43,4
1190,397,10,3
1191,397,41,1
1192,398,29,3
1193,398,30,3
1194,398,32,5
1195,399,33,5
1196,399,37,4
1197,399,10,2
1198,400,36,2
1199,400,16,1
1200,400,45,2
1201,401,33,1
1202,401,4,2
1203,401,31,3
1204,402,28,4
1205,402,18,3
1206,402,10,2
1207,403,36,3
1208,403,32,1
1209,403,15,4
1210,404,44,1
1211,404,6,5
1212,404,35,2
1213,405,10,2
1214,405,18,4
1215,405,14,4
1216,406,33,1
1217,406,22,3
1218,406,42,1
1219,407,9,3
1220,407,49,3
1221,407,47,5
1222,408,30,3
1223,408,46,1
1224,408,6,2
1225,409,16,4
1226,409,36,2
1227,409,10,3
1228,410,40,1
1229,410,49,2
1230,410,46,4
1231,411,35,3
1232,411,37,2
1233,411,6,5
1234,412,3,2
1235,412,33,3
1236,412,40,5
1237,413,26,3
1238,413,1,5
1239,413,10,5
1240,414,33,5
1241,414,45,4
1242,414,42,5
1243,415,12,1
1244,415,16,2
1245,415,22,4
1246,416,46,1
1247,416,16,4
1248,416,25,5
1249,417,45,3
1250,417,4,3
1251,417,25,3
1252,418,16,5
1253,418,43,1
1254,418,22,3
1255,419,22,2
1256,419,21,1
1257,419,34,4
1258,420,9,4
1259,420,34,2
1260,420,46,5
1261,421,10,1
1262,421,31,5
1263,421,3,1
1264,422,9,3
1265,422,21,5
1266,422,14,1
1267,423,45,2
1268,423,6,5
1269,423,31,4
1270,424,25,2
1271,424,21,3
1272,424,16,2
1273,425,19,4
1274,425,26,5
1275,425,1,3
1276,426,2,4
1277,426,1,3
1278,426,23,4
1279,427,28,1
1280,427,44,3
1281,427,39,1
1282,428,10,1
1283,428,11,2
1284,428,3,5
1285,429,32,4
1286,429,18,2
1287,429,5,4
1288,430,28,2
1289,430,43,2
1290,430,12,1
1291,431,10,4
1292,431,42,1
1293,431,4,1
1294,432,22,4
1295,432,50,3
1296,432,30,3
1297,433,9,5
1298,433,14,3
1299,433,22,5
1300,434,6,4
1301,434,47,4
1302,434,36,5
1303,435,44,3
1304,435,20,1
1305,435,49,2
1306,436,49,5
1307,436,9,4
1308,436,38,1
1309,437,36,5
1310,437,18,3
1311,437,13,3
1312,438,22,2
1313,438,28,1
1314,438,5,4
1315,439,50,3
1316,439,48,2
1317,439,5,5
1318,440,24,3
1319,440,32,3
1320,440,11,2
1321,441,37,5
1322,441,29,3
1323,441,10,1
1324,442,42,5
1325,442,29,4
1326,442,28,5
1327,443,32,4
1328,443,22,3
1329,443,34,5
1330,444,8,2
1331,444,47,1
1332,444,42,3
1333,445,30,3
1334,445,36,1
1335,445,7,4
1336,446,8,5
1337,446,14,5
1338,446,45,3
1339,447,32,1
1340,447,40,3
1341,447,6,4
1342,448,8,1
1343,448,9,2
1344,448,37,1
1345,449,17,1
1346,449,42,1
1347,449,38,4
1348,450,19,5
1349,450,41,4
1350,450,6,5
1351,451,33,1
1352,451,39,4
1353,451,43,4
1354,452,44,1
1355,452,11,4
1356,452,24,4
1357,453,2,1
1358,453,35,3
1359,453,12,4
1360,454,50,2
1361,454,46,2
1362,454,4,4
1363,455,3,3
1364,455,48,5
1365,455,25,4
1366,456,22,1
1367,456,16,3
1368,456,31,5
1369,457,11,5
1370,457,40,3
1371,457,26,3
1372,458,7,2
1373,458,24,5
1374,458,33,4
1375,459,3,5
1376,459,44,1
1377,459,2,5
1378,460,48,4
1379,460,38,4
1380,460,2,5
1381,461,19,4
1382,461,27,5
1383,461,23,3
1384,462,30,1
1385,462,37,5
1386,462,2,4
1387,463,29,4
1388,463,10,2
1389,463,37,3
1390,464,48,3
1391,464,43,2
1392,464,40,1
1393,465,42,2
1394,465,14,1
1395,465,27,1
1396,466,48,5
1397,466,3,3
1398,466,43,1
1399,467,13,4
1400,467,23,3
1401,467,38,2
1402,468,18,5
1403,468,26,1
1404,468,40,1
1405,469,21,2
1406,469,7,5
1407,469,10,5
1408,470,33,3
1409,470,36,4
1410,470,13,2
1411,471,24,3
1412,471,45,1
1413,471,12,4
1414,472,5,5
1415,472,38,1
1416,472,20,1
1417,473,42,2
1418,473,30,1
1419,473,46,4
1420,474,27,5
1421,474,20,5
1422,474,24,5
1423,475,36,1
1424,475,28,5
1425,475,34,1
1426,476,46,5
1427,476,36,2
1428,476,40,1
1429,477,41,5
1430,477,12,5
1431,477,36,5
1432,478,33,4
1433,478,14,4
1434,478,41,3
1435,479,28,3
1436,479,22,5
1437,479,15,2
1438,480,28,5
1439,480,6,3
1440,480,41,4
1441,481,19,2
1442,481,16,3
1443,481,8,4
1444,482,9,3
1445,482,48,2
1446,482,21,1
1447,483,18,5
1448,483,5,3
1449,483,41,4
1450,484,41,3
1451,484,38,5
1452,484,15,5
1453,485,45,5
1454,485,25,5
1455,485,48,3
1456,486,13,3
1457,486,21,2
1458,486,3,4
1459,487,12,4
1460,487,10,3
1461,487,31,2
1462,488,26,4
1463,488,38,4
1464,488,50,2
1465,489,48,3
1466,489,36,3
1467,489,39,5
1468,490,49,1
1469,490,16,2
1470,490,28,1
1471,491,39,4
1472,491,30,2
1473,491,19,3
1474,492,6,3
1475,492,29,1
1476,492,31,4
1477,493,17,5
1478,493,40,5
1479,493,14,2
1480,494,14,1
1481,494,30,3
1482,494,31,1
1483,495,44,1
1484,495,42,1
1485,495,9,1
1486,496,22,3
1487,496,10,2
1488,496,14,1
1489,497,33,4
1490,497,23,4
1491,497,31,5
1492,498,19,4
1493,498,23,1
1494,498,50,1
1495,499,27,5
1496,499,39,3
1497,499,4,3
1498,500,24,4
1499,500,30,5
1500,500,37,1
